LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallCond,Exterior1st,ExterQual,Foundation,BsmtExposure,BsmtFinType1,BsmtUnfSF,HeatingQC,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageArea,MoSold,YrSold,SalePrice
7861,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,GLQ,326,Ex,807,1,2,1,3,Gd,1,Attchd,Fin,393,6,2006,183200
7227,Reg,Corner,NAmes,1.5Unf,6,MetalSd,TA,CBlock,No,Unf,832,Gd,832,0,1,0,2,Gd,0,Detchd,Unf,528,6,2008,105500
12244,Reg,Inside,Timber,2Story,5,VinylSd,Gd,PConc,Gd,GLQ,611,Ex,1482,1,2,1,4,Gd,2,Attchd,Fin,749,8,2008,305000
10800,Reg,Inside,NWAmes,2Story,7,HdBoard,TA,CBlock,No,ALQ,384,TA,1548,0,2,1,4,TA,1,Attchd,RFn,624,6,2008,240000
7064,Reg,Inside,Sawyer,1Story,6,Plywood,TA,CBlock,No,BLQ,420,TA,980,0,1,0,3,TA,0,Detchd,Unf,484,7,2009,135000
2117,Reg,Inside,Somerst,2Story,5,MetalSd,Gd,PConc,No,GLQ,336,Ex,756,0,2,1,2,Gd,1,Detchd,Unf,440,6,2007,168500
10400,Reg,Inside,NWAmes,2Story,5,VinylSd,TA,CBlock,No,Rec,485,Gd,1012,1,1,2,4,TA,1,Attchd,RFn,484,11,2006,165150
10000,IR1,Corner,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,Unf,1116,TA,1116,0,1,1,3,TA,0,Attchd,Unf,440,2,2010,160000
12342,IR1,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,Unf,978,TA,1422,0,1,0,3,TA,1,Attchd,RFn,286,8,2007,139900
9600,Reg,Inside,NAmes,SLvl,6,AsbShng,TA,CBlock,Av,BLQ,350,Ex,1520,1,1,0,3,TA,2,Basment,RFn,364,3,2010,153000
9020,Reg,Corner,NAmes,SLvl,5,Plywood,TA,CBlock,Gd,GLQ,288,TA,1350,1,1,1,3,TA,0,Attchd,RFn,520,6,2008,168500
9000,Reg,Corner,OldTown,2Story,6,VinylSd,TA,BrkTil,No,Unf,636,TA,1089,0,1,0,3,Ex,0,Detchd,Unf,240,6,2006,124000
4590,Reg,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,Mn,GLQ,1530,Ex,1554,0,2,0,2,Gd,1,Attchd,RFn,627,8,2007,209500
11900,Reg,Inside,NWAmes,1Story,5,Plywood,TA,CBlock,No,ALQ,564,TA,1411,0,2,0,3,TA,1,Attchd,Fin,544,4,2009,82500
9250,Reg,Corner,NAmes,1Story,7,Wd Sdng,TA,CBlock,No,BLQ,108,TA,1056,0,1,0,3,TA,0,Attchd,Unf,260,7,2007,139400
6000,Reg,Inside,OldTown,1.5Fin,4,Wd Sdng,TA,CBlock,No,Unf,811,TA,811,0,2,0,3,Gd,0,BuiltIn,Unf,256,11,2009,93000
8777,Reg,Inside,Edwards,1Story,7,MetalSd,TA,CBlock,No,Unf,796,Gd,796,0,1,0,2,TA,0,Attchd,Unf,0,5,2008,85000
3982,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Av,GLQ,366,Ex,1567,1,2,0,1,Ex,1,Attchd,Fin,648,10,2006,264561
12677,IR1,Inside,NridgHt,1Story,5,MetalSd,Ex,PConc,Gd,GLQ,300,Ex,1518,0,1,1,1,Ex,1,Attchd,RFn,588,4,2008,274000
7050,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,GLQ,319,Ex,1057,1,2,1,3,Gd,1,Attchd,Fin,650,5,2007,226000
10793,Reg,Inside,NWAmes,2Story,5,WdShing,TA,CBlock,No,Rec,0,Ex,780,0,2,1,4,TA,0,Attchd,Fin,462,4,2007,152000
10530,IR1,Corner,NAmes,1Story,5,Plywood,TA,CBlock,No,ALQ,664,TA,981,1,1,1,3,TA,0,Detchd,Unf,576,3,2007,143250
7200,Reg,Inside,NAmes,1Story,5,MetalSd,TA,CBlock,No,Unf,0,Gd,1048,0,1,0,3,TA,0,Detchd,Unf,420,7,2008,98300
10452,IR1,Inside,Edwards,1Story,5,Wd Sdng,TA,CBlock,Mn,Rec,594,Ex,1094,0,1,0,3,TA,2,Attchd,RFn,495,6,2008,155000
7700,Reg,Inside,NAmes,2Story,5,MetalSd,TA,CBlock,No,Unf,756,TA,1051,0,1,1,4,TA,1,Attchd,Unf,442,6,2010,155000
1936,Reg,Inside,MeadowV,SFoyer,6,CemntBd,TA,CBlock,Av,BLQ,0,Gd,630,1,1,0,1,TA,0,Attchd,Unf,0,12,2007,84500
8125,Reg,Inside,Somerst,2Story,6,CemntBd,Gd,PConc,No,Unf,813,Ex,822,0,2,1,3,Gd,0,Attchd,RFn,562,5,2008,205950
9084,Reg,Inside,Edwards,2Story,5,MetalSd,TA,CBlock,Mn,Unf,755,TA,755,1,1,0,4,TA,1,Detchd,Unf,296,10,2009,108000
8750,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,880,Ex,909,0,2,1,2,Gd,1,Attchd,RFn,512,7,2009,191000
10320,Reg,Inside,IDOTRR,1.5Fin,7,MetalSd,TA,CBlock,No,Unf,756,Ex,756,0,1,0,3,TA,0,Detchd,Unf,216,6,2008,135000
1680,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,Unf,525,TA,525,0,1,1,3,TA,0,Detchd,Unf,264,3,2010,88000
10007,IR1,Inside,NAmes,1Story,7,HdBoard,Gd,CBlock,No,ALQ,247,Ex,1053,1,1,1,3,Gd,0,Attchd,RFn,312,8,2008,145500
7200,Reg,Inside,Crawfor,2Story,6,Stucco,TA,BrkTil,No,Unf,776,TA,851,0,1,1,3,TA,1,Attchd,RFn,270,2,2008,149000
17503,Reg,Inside,NAmes,1.5Fin,5,VinylSd,TA,CBlock,No,Unf,912,TA,912,0,1,0,3,TA,1,Attchd,Unf,330,1,2010,97500
9937,Reg,Corner,Edwards,1Story,7,MetalSd,TA,PConc,No,BLQ,849,Ex,1486,1,1,0,3,TA,0,Detchd,Fin,480,3,2009,167000
12384,Reg,CulDSac,NWAmes,2Story,7,Plywood,TA,CBlock,No,Unf,793,TA,1142,0,2,1,3,TA,1,Attchd,RFn,550,11,2007,197900
10012,Reg,Inside,Edwards,SFoyer,5,Plywood,TA,CBlock,Av,BLQ,38,TA,1181,1,2,0,3,TA,0,Detchd,RFn,588,4,2008,137500
11194,IR1,Corner,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,1406,Ex,1454,0,2,1,3,Gd,1,Attchd,RFn,504,11,2006,230500
8125,Reg,Inside,SawyerW,1Story,5,HdBoard,TA,PConc,No,GLQ,270,Ex,1679,1,2,0,3,Gd,1,Attchd,RFn,575,10,2008,193500
14175,Reg,Corner,Sawyer,1Story,6,CemntBd,TA,CBlock,No,Rec,200,Gd,1437,1,1,1,3,TA,1,Detchd,Unf,576,11,2006,168000
11600,Reg,Inside,Crawfor,1Story,5,MetalSd,TA,BrkTil,No,Unf,700,Ex,1180,0,1,0,2,Fa,1,Detchd,Unf,252,7,2006,137500
8633,Reg,FR2,CollgCr,2Story,5,VinylSd,Gd,PConc,No,GLQ,545,Ex,738,1,2,1,3,Gd,0,Attchd,Fin,540,2,2009,173500
6629,Reg,Inside,Edwards,2Story,6,Wd Sdng,TA,BrkTil,No,BLQ,121,TA,697,1,2,0,3,TA,0,Detchd,Unf,300,7,2009,103600
11250,IR1,Inside,Veenker,1Story,6,Plywood,Gd,CBlock,No,ALQ,441,TA,1208,1,1,1,3,TA,1,Attchd,RFn,546,6,2006,165000
14442,Reg,Inside,Crawfor,1Story,7,CemntBd,TA,PConc,No,GLQ,291,Ex,1839,1,2,0,3,Gd,2,Attchd,Fin,416,6,2007,257500
9200,Reg,Inside,NAmes,1Story,6,HdBoard,TA,CBlock,No,Rec,244,TA,1136,1,1,0,3,TA,1,Attchd,RFn,384,7,2008,140000
2289,Reg,Inside,NPkVill,2Story,6,Plywood,TA,CBlock,No,ALQ,544,TA,855,0,2,1,3,TA,1,Attchd,Unf,440,4,2009,148500
9945,IR1,Inside,Sawyer,1Story,5,Wd Sdng,TA,CBlock,No,Rec,161,TA,988,1,1,0,3,TA,0,Detchd,Unf,572,10,2007,128500
8012,Reg,Inside,SawyerW,1Story,5,Plywood,TA,CBlock,No,BLQ,261,TA,923,0,2,0,2,TA,1,Attchd,RFn,264,5,2010,143000
4500,IR2,Inside,SWISU,1.5Fin,5,VinylSd,TA,BrkTil,No,Rec,611,Ex,848,0,1,0,3,TA,0,Detchd,Unf,281,7,2009,159434
2887,Reg,Inside,ClearCr,1Story,5,Wd Sdng,TA,PConc,Mn,GLQ,288,Ex,1291,1,1,0,2,Gd,1,Attchd,Unf,431,11,2008,173000
11248,IR1,Corner,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,567,Ex,1668,1,2,0,3,Gd,1,Attchd,Fin,702,7,2007,285000
16770,IR2,CulDSac,NoRidge,2Story,5,VinylSd,Gd,PConc,No,Unf,1195,Gd,1195,0,2,1,4,TA,0,Attchd,Fin,486,6,2010,221000
5062,IR1,CulDSac,StoneBr,2Story,5,HdBoard,Gd,CBlock,Mn,GLQ,180,Gd,1190,1,2,0,3,Gd,1,Attchd,Fin,577,9,2007,207500
10207,Reg,Inside,Somerst,2Story,6,VinylSd,Gd,PConc,No,Unf,874,Ex,874,0,3,0,3,Gd,0,Attchd,Fin,578,8,2007,227875
5105,IR2,FR2,Somerst,2Story,5,MetalSd,Gd,PConc,No,GLQ,312,Ex,551,0,2,1,2,Gd,0,Detchd,Unf,480,3,2007,148800
7577,IR1,Corner,NridgHt,1Story,5,VinylSd,Gd,PConc,Av,ALQ,1342,Ex,1362,0,2,0,2,Gd,1,Attchd,RFn,460,6,2007,194700
4426,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,151,Ex,848,1,1,0,1,Gd,1,Attchd,RFn,420,5,2008,141000
5400,Reg,Corner,OldTown,1Story,6,MetalSd,TA,BrkTil,No,Unf,1073,Ex,1073,0,1,0,2,TA,0,Detchd,Unf,326,12,2006,108480
6120,Reg,Corner,BrkSide,1.5Fin,6,Wd Sdng,TA,BrkTil,No,Unf,927,TA,1067,0,1,1,3,TA,0,Detchd,Unf,576,4,2009,141500
13811,IR1,Inside,Timber,1Story,6,HdBoard,TA,CBlock,No,GLQ,92,Gd,1137,1,2,0,2,Gd,1,Attchd,Unf,551,7,2006,176000
6000,Reg,Inside,BrkSide,1Story,7,Wd Sdng,TA,CBlock,No,LwQ,0,Gd,616,0,1,0,2,TA,0,Detchd,Unf,205,6,2006,89000
6420,IR1,Inside,Edwards,1Story,7,Wd Sdng,TA,PConc,Mn,LwQ,219,Fa,1148,0,1,0,2,TA,0,Detchd,Unf,308,9,2006,123500
4282,IR2,Inside,Somerst,1Story,5,MetalSd,Gd,PConc,Mn,GLQ,1375,Ex,1391,0,2,0,2,Gd,0,Attchd,RFn,530,7,2008,196000
14331,Reg,Inside,Timber,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,526,Ex,1800,1,2,0,3,Gd,1,Attchd,Fin,765,5,2006,312500
9600,Reg,Inside,NWAmes,1Story,5,HdBoard,TA,CBlock,No,Unf,1164,TA,1164,0,1,1,3,TA,0,Attchd,Unf,528,7,2006,140000
8400,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,761,Ex,1484,1,2,0,3,Gd,0,Attchd,RFn,606,5,2010,213000
5600,Reg,Inside,IDOTRR,2Story,5,VinylSd,Fa,Slab,No,Unf,0,Fa,372,0,2,0,3,Fa,0,Attchd,Unf,0,7,2010,55000
6240,Reg,Inside,NridgHt,1Story,5,MetalSd,Gd,PConc,No,GLQ,461,Ex,1324,1,2,0,2,Gd,1,Attchd,Fin,550,12,2009,254000
9018,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,Av,Unf,728,Ex,728,0,2,1,3,Gd,1,Attchd,Fin,400,7,2007,179540
7162,IR1,Inside,Sawyer,1Story,7,HdBoard,TA,PConc,No,Unf,876,TA,904,0,1,0,3,TA,0,Attchd,Unf,408,12,2008,109900
4130,IR1,Inside,BrkSide,1Story,6,VinylSd,Gd,CBlock,No,Unf,270,Gd,729,0,1,0,2,TA,0,Attchd,Unf,0,7,2008,52000
8712,Reg,Inside,IDOTRR,1.5Fin,7,MetalSd,TA,Stone,Mn,Unf,859,Gd,859,0,1,0,2,TA,0,Detchd,RFn,384,1,2010,102776
4671,IR1,Inside,StoneBr,1Story,5,HdBoard,Gd,PConc,Mn,GLQ,461,Gd,1228,1,2,0,2,Gd,1,Attchd,Fin,472,10,2008,189000
9873,Reg,Inside,BrkSide,1Story,5,HdBoard,TA,CBlock,Av,ALQ,171,TA,960,1,1,0,3,TA,0,Detchd,Unf,576,5,2006,129000
10140,Reg,Inside,NWAmes,1Story,5,HdBoard,TA,CBlock,No,Unf,1064,TA,1350,0,2,0,3,TA,1,Attchd,RFn,478,8,2009,165000
10000,Reg,Inside,NWAmes,1Story,6,HdBoard,TA,CBlock,No,BLQ,92,Gd,1178,0,1,1,3,Gd,1,Attchd,Unf,439,11,2008,157000
9920,IR1,Inside,CollgCr,1Story,6,HdBoard,TA,CBlock,Gd,ALQ,448,TA,971,0,1,1,3,TA,1,Attchd,Unf,300,5,2006,128500
6563,IR1,CulDSac,StoneBr,1Story,5,HdBoard,Gd,PConc,Gd,GLQ,594,TA,1742,1,2,0,2,Gd,1,Attchd,RFn,564,12,2006,275000
4426,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,186,Ex,848,1,1,0,1,Gd,0,Attchd,RFn,420,5,2010,143000
8120,Reg,Inside,NAmes,1Story,7,MetalSd,TA,CBlock,No,ALQ,673,Ex,864,0,1,0,3,TA,0,Detchd,Unf,463,7,2009,124500
8172,Reg,Inside,Edwards,1.5Fin,6,MetalSd,TA,PConc,No,Unf,941,Ex,997,0,2,0,4,TA,0,Detchd,Unf,548,5,2008,135000
6960,Reg,Inside,NAmes,1Story,6,HdBoard,TA,CBlock,No,ALQ,250,TA,864,0,1,0,3,Gd,0,Detchd,Unf,660,11,2009,120500
7314,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,508,Ex,1232,1,2,0,2,Gd,0,Attchd,RFn,632,2,2009,194500
11475,Reg,Corner,NAmes,1Story,5,VinylSd,TA,CBlock,No,Unf,1584,TA,1776,1,2,0,4,TA,0,Detchd,Unf,888,7,2009,110000
6240,Reg,Inside,IDOTRR,1.5Fin,5,MetalSd,TA,CBlock,No,BLQ,628,TA,848,0,1,0,2,TA,0,Detchd,Unf,539,1,2009,103000
5389,IR1,Inside,StoneBr,1Story,5,CemntBd,Gd,PConc,No,GLQ,415,Ex,1616,1,2,0,2,Gd,1,Attchd,RFn,608,3,2010,236500
9590,IR1,Corner,Timber,SLvl,5,VinylSd,Gd,PConc,Av,GLQ,82,Ex,1146,1,2,0,3,Gd,1,Attchd,Fin,438,5,2007,187500
11404,IR1,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Av,ALQ,901,Ex,1153,0,2,1,3,Gd,1,Attchd,Fin,541,7,2008,222500
10000,Reg,Corner,Sawyer,1Story,6,HdBoard,TA,CBlock,No,BLQ,270,Ex,1144,1,1,0,3,TA,1,Attchd,RFn,264,3,2009,131400
8978,IR1,Corner,Sawyer,1Story,5,Plywood,TA,PConc,No,Unf,948,TA,948,0,1,0,3,TA,0,Attchd,Unf,300,5,2007,108000
10800,Reg,Inside,OldTown,2.5Unf,7,Wd Sdng,TA,BrkTil,Mn,Rec,490,Fa,880,0,1,1,2,TA,2,Detchd,Unf,320,10,2006,163000
8544,Reg,Inside,NAmes,1Story,4,Stucco,TA,CBlock,No,Unf,0,Gd,1040,0,2,0,2,TA,0,Detchd,Unf,400,7,2006,93500
10463,IR1,CulDSac,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,893,Ex,901,0,2,1,3,Gd,1,Attchd,Fin,800,6,2006,239900
9313,IR1,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,Unf,864,Ex,864,0,2,1,3,Gd,0,Attchd,RFn,572,4,2009,190000
9600,Reg,Inside,OldTown,2Story,7,Wd Sdng,TA,BrkTil,No,Unf,264,Ex,768,0,2,0,2,TA,0,Detchd,Unf,360,5,2007,132000
8450,Reg,Inside,SawyerW,1Story,5,VinylSd,TA,PConc,No,Unf,1349,Ex,1349,0,2,0,3,TA,0,Attchd,Unf,539,12,2007,179000
12886,IR1,Inside,Sawyer,SLvl,6,HdBoard,TA,CBlock,Av,ALQ,76,Ex,1464,0,2,0,3,TA,1,Attchd,RFn,480,10,2009,175000
5395,IR1,Inside,StoneBr,1Story,5,HdBoard,Gd,PConc,No,GLQ,604,Gd,1337,1,2,0,2,Gd,1,Attchd,RFn,462,10,2008,180000
8795,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,GLQ,652,Ex,980,0,2,1,4,Gd,1,BuiltIn,Fin,554,4,2009,236000
11700,IR1,Corner,OldTown,2Story,7,Stucco,Gd,Stone,No,Unf,1240,TA,1320,0,1,1,4,Gd,1,Detchd,Unf,864,5,2009,265979
10593,IR1,Inside,NoRidge,1Story,5,VinylSd,Gd,PConc,No,GLQ,801,Ex,1720,1,2,0,3,Gd,1,Attchd,Fin,527,3,2010,260400
8800,Reg,Corner,OldTown,1.5Fin,7,Wd Sdng,TA,BrkTil,No,Unf,576,Gd,792,0,1,0,3,TA,0,Attchd,Unf,0,6,2010,96500
7750,Reg,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,660,Ex,660,0,2,1,3,Gd,0,Attchd,Fin,400,8,2007,162000
9236,IR1,Inside,CollgCr,1Story,5,VinylSd,TA,PConc,Gd,GLQ,279,Ex,1494,1,2,0,3,Gd,0,Attchd,RFn,576,7,2006,217000
10240,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,Mn,Unf,1030,Gd,1038,0,2,1,3,Ex,1,Attchd,RFn,878,3,2006,275500
3230,Reg,Inside,Somerst,2Story,5,MetalSd,TA,PConc,No,GLQ,348,Gd,742,0,2,1,3,TA,0,Detchd,Unf,440,3,2009,172500
10769,IR1,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Av,GLQ,846,Ex,866,0,2,1,3,Gd,0,Attchd,RFn,578,4,2009,212000
11616,IR1,CulDSac,Sawyer,2Story,5,HdBoard,TA,CBlock,Mn,Rec,234,TA,672,0,2,1,3,TA,1,Attchd,Fin,440,4,2010,158900
2280,Reg,Inside,Somerst,2Story,5,MetalSd,TA,PConc,No,ALQ,195,Gd,757,0,2,1,3,TA,0,Detchd,Unf,440,8,2008,179400
12257,IR1,Inside,NoRidge,2Story,5,VinylSd,Gd,PConc,Av,LwQ,1198,Ex,1328,0,2,1,4,Gd,1,Attchd,RFn,752,11,2007,290000
9100,Reg,Inside,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,Rec,252,Ex,864,0,1,0,2,TA,0,Detchd,Unf,300,10,2009,127500
6911,Reg,FR2,BrkSide,1Story,5,Wd Sdng,TA,PConc,Mn,LwQ,740,TA,1301,0,1,0,2,Fa,0,Detchd,Unf,440,10,2009,100000
8640,Reg,Inside,Somerst,2Story,5,VinylSd,TA,PConc,Mn,GLQ,732,Ex,764,0,2,1,3,Gd,0,Attchd,Unf,614,6,2010,215200
9549,IR1,CulDSac,Veenker,1Story,5,BrkFace,Gd,PConc,Av,LwQ,0,Ex,1494,1,1,1,2,Ex,1,Attchd,Fin,481,4,2006,270000
14587,IR1,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1498,Ex,1506,0,2,0,2,Ex,1,Attchd,Fin,592,8,2008,264132
10421,Reg,Inside,NWAmes,2Story,5,HdBoard,TA,CBlock,No,GLQ,586,TA,980,0,2,1,3,TA,1,Attchd,Unf,496,3,2010,196500
12508,IR1,Inside,Mitchel,1.5Fin,7,VinylSd,TA,CBlock,Mn,ALQ,323,Ex,983,1,2,0,4,TA,0,Attchd,Unf,423,7,2008,160000
7252,IR1,CulDSac,Sawyer,SFoyer,5,Wd Sdng,TA,CBlock,Av,GLQ,173,TA,858,1,1,0,2,TA,0,Detchd,Unf,576,4,2009,134900
8877,Reg,Inside,Edwards,1Story,5,Wd Sdng,TA,CBlock,No,LwQ,0,TA,1220,0,1,0,2,TA,0,Detchd,Unf,396,4,2006,102000
7819,Reg,Inside,Edwards,SLvl,5,Plywood,TA,CBlock,Av,ALQ,480,TA,1117,1,1,0,3,TA,1,Detchd,Unf,672,3,2010,107000
10150,Reg,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,Rec,456,Ex,912,0,1,0,2,TA,0,Attchd,RFn,275,7,2007,114500
4500,Reg,FR2,Mitchel,1Story,5,VinylSd,TA,PConc,No,GLQ,338,Ex,1204,1,2,0,2,TA,0,Attchd,Fin,412,6,2009,162000
11210,IR1,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1594,Ex,1614,0,2,0,3,Gd,0,Attchd,RFn,865,7,2006,221500
13350,IR1,Inside,Sawyer,1Story,5,HdBoard,TA,CBlock,No,ALQ,102,TA,894,1,1,0,3,TA,1,Attchd,Unf,440,6,2006,142500
8400,Reg,Inside,SawyerW,1Story,5,Plywood,TA,Slab,No,Unf,0,TA,2020,0,2,0,4,TA,2,Detchd,Unf,630,10,2007,144000
10530,Reg,Inside,Mitchel,SFoyer,5,Plywood,TA,CBlock,Gd,GLQ,0,TA,1004,1,1,0,2,TA,0,Attchd,Unf,504,5,2006,135000
7875,Reg,Inside,Gilbert,1Story,5,HdBoard,TA,PConc,No,Unf,1237,Gd,1253,0,2,0,3,TA,1,Attchd,Fin,402,6,2007,176000
7153,Reg,Inside,SawyerW,2Story,5,VinylSd,Gd,PConc,No,ALQ,374,Ex,810,0,2,1,3,Gd,0,Attchd,RFn,484,7,2006,175900
16285,IR2,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,No,Unf,1413,Ex,1430,0,2,0,3,Gd,0,Attchd,RFn,605,6,2009,187100
9101,IR1,Corner,Mitchel,SFoyer,6,Plywood,TA,PConc,Av,GLQ,0,Ex,1110,1,1,0,1,Gd,1,Attchd,Fin,602,7,2009,165500
6300,Reg,Inside,OldTown,2.5Unf,6,Wd Sdng,TA,CBlock,No,Unf,742,Ex,742,0,2,0,3,TA,1,Attchd,Unf,0,6,2008,128000
9790,Reg,Inside,NWAmes,1Story,5,BrkFace,TA,CBlock,No,Rec,491,TA,1342,0,2,0,3,TA,1,Attchd,Unf,457,9,2009,161500
10800,Reg,Inside,OldTown,1.5Fin,6,MetalSd,TA,PConc,No,LwQ,0,TA,966,1,2,0,4,TA,0,Detchd,Unf,416,6,2010,139000
10142,IR1,Inside,SawyerW,2Story,5,VinylSd,Gd,PConc,No,GLQ,300,Ex,956,1,2,1,4,Gd,0,BuiltIn,RFn,618,1,2010,233000
6000,Reg,Corner,OldTown,1Story,7,MetalSd,TA,CBlock,No,Unf,901,Ex,901,0,1,0,2,TA,0,Detchd,Unf,281,8,2008,107900
3182,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,No,GLQ,1129,Ex,1145,0,2,0,2,Gd,1,Attchd,Fin,397,9,2009,160200
11333,IR1,Corner,Mitchel,SLvl,5,HdBoard,TA,PConc,Av,ALQ,490,TA,1062,1,1,0,3,TA,2,Attchd,RFn,539,5,2007,146800
9920,IR1,CulDSac,NoRidge,2Story,5,MetalSd,Gd,PConc,Av,GLQ,255,Ex,1127,1,2,1,3,TA,1,Attchd,Unf,455,6,2007,269790
9158,Reg,Inside,Somerst,1Story,5,CemntBd,Gd,PConc,Av,Unf,1496,Ex,1496,0,2,0,3,Gd,0,Attchd,Fin,474,6,2007,225000
10832,IR1,Corner,Gilbert,2Story,5,MetalSd,Gd,PConc,No,Unf,712,Ex,1086,0,2,1,3,Gd,1,Attchd,Fin,409,10,2008,194500
8400,Reg,Inside,SawyerW,2Story,6,HdBoard,TA,CBlock,No,Unf,650,TA,888,0,2,1,3,TA,1,Attchd,Unf,476,4,2010,171000
8197,Reg,Inside,Sawyer,1Story,5,Plywood,TA,CBlock,No,Unf,660,Ex,1285,0,1,1,3,TA,1,Attchd,RFn,528,4,2007,143500
7677,Reg,Inside,NAmes,1Story,5,VinylSd,TA,CBlock,No,BLQ,203,Gd,773,0,1,0,2,TA,0,Attchd,Unf,240,4,2008,110000
7200,Reg,Corner,SWISU,1.5Fin,7,Wd Sdng,TA,BrkTil,No,ALQ,162,Ex,981,1,1,1,3,Gd,2,Detchd,Unf,240,6,2007,175000
12798,IR1,Inside,ClearCr,2Story,5,VinylSd,TA,PConc,Gd,GLQ,154,Gd,616,1,2,1,4,Gd,0,Attchd,RFn,603,5,2008,200000
4800,Reg,Inside,IDOTRR,1Story,7,MetalSd,TA,CBlock,No,LwQ,999,Ex,1196,1,1,0,2,TA,0,Detchd,Unf,440,7,2007,109900
8199,Reg,Inside,CollgCr,2Story,5,WdShing,Gd,PConc,Av,GLQ,80,Ex,728,1,2,1,3,Gd,1,Attchd,Fin,410,10,2008,189000
9000,Reg,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,LwQ,124,TA,1128,0,1,0,2,TA,0,Attchd,Unf,286,6,2006,118000
12274,IR1,FR2,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1417,Ex,1428,0,2,0,3,Ex,0,Attchd,RFn,554,7,2008,227680
9750,Reg,Inside,NAmes,SLvl,5,VinylSd,TA,PConc,Av,ALQ,100,Gd,980,0,2,0,3,TA,0,Attchd,Fin,384,10,2006,135500
13400,Reg,Inside,NAmes,SLvl,5,VinylSd,TA,CBlock,Av,ALQ,380,TA,1086,1,1,0,3,TA,1,Attchd,RFn,484,6,2006,159950
8100,Reg,Corner,OldTown,2.5Unf,5,AsbShng,TA,PConc,No,Unf,849,TA,1075,0,2,0,2,TA,0,Detchd,Unf,360,11,2009,106000
10140,Reg,Inside,NWAmes,1Story,6,HdBoard,TA,CBlock,No,ALQ,0,Fa,1309,1,1,1,3,Gd,1,Attchd,RFn,484,1,2006,181000
4438,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,186,Ex,848,1,1,0,1,Gd,1,Attchd,Fin,420,6,2008,144500
8712,Reg,Inside,IDOTRR,1Story,5,Wd Sdng,Fa,CBlock,Av,Unf,540,TA,1044,0,1,0,2,Fa,0,Basment,Unf,504,6,2010,55993
9750,Reg,Inside,NAmes,1Story,6,MetalSd,TA,CBlock,No,Rec,834,Gd,1442,0,1,1,4,TA,0,Attchd,RFn,301,4,2007,157900
8248,Reg,Inside,Edwards,1.5Fin,7,Stucco,TA,BrkTil,No,Unf,686,Gd,686,0,1,1,3,Fa,0,Detchd,Unf,280,7,2006,116000
12137,IR2,CulDSac,CollgCr,1Story,5,VinylSd,TA,PConc,No,Unf,1649,Ex,1661,0,2,0,3,Gd,0,Attchd,RFn,598,5,2010,224900
11425,IR1,Corner,NAmes,1Story,6,BrkFace,TA,CBlock,No,BLQ,522,Gd,1008,0,1,0,2,TA,1,Attchd,RFn,275,7,2006,137000
13265,IR1,CulDSac,Mitchel,1Story,5,CemntBd,Gd,PConc,No,GLQ,350,Ex,1689,1,2,0,3,Gd,2,Attchd,RFn,857,7,2008,271000
8816,Reg,Inside,ClearCr,SLvl,7,HdBoard,TA,CBlock,Av,GLQ,506,Gd,1052,1,1,0,3,TA,0,Attchd,Unf,440,6,2010,155000
